station_id,volcano_code,volcano_name,region_group,lat_band,snow_ice_exposure,energy_system,comm_type,access_difficulty,maintenance_history,age_years,battery_margin_days,winter_operation,time_days,event,failure_mode,synthetic_data,source_dataset,source_url
MEL1,MEL,Melimoyu,Patagonia Norte,44-45S,high,standard,satellite,medium,preventive_delayed,6.8,7.5,1,311,1,snow_ice_damage,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
ANT6,ANT,Antuco,Centro-Sur,37-38S,high,standard,cellular,medium,preventive_delayed,6.4,6.6,1,273,1,communication_loss,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
PAR6,PAR,Parinacota,Norte Andino,18-20S,high,limited,radio,medium,unknown,7.3,2.8,0,46,1,communication_loss,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
OSR8,OSR,Osorno,Sur Andino,41-42S,high,standard,cellular,medium,preventive_delayed,6.5,6.1,1,566,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
COP1,COP,Copahue,Centro-Sur,37-38S,very_high,standard,cellular,medium,unknown,4.2,4.1,0,495,1,snow_ice_damage,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
ISL7,ISL,Isluga,Norte Andino,19-21S,medium,limited,satellite,high,preventive_delayed,2.7,1.9,0,581,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
OSR1,OSR,Osorno,Sur Andino,41-42S,very_high,robust,satellite,medium,preventive_recent,0.5,9.3,1,694,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
QTP1,QTP,Quetrupillán,Sur Andino,39-40S,very_high,robust,cellular,high,unknown,4.4,8.3,0,138,1,snow_ice_damage,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
QTP3,QTP,Quetrupillán,Sur Andino,39-40S,high,standard,radio,low,preventive_delayed,2.5,5.2,0,624,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
IRR3,IRR,Irruputuncu,Norte Andino,20-22S,low,standard,satellite,high,preventive_delayed,5.4,7.3,0,148,1,sensor_or_controller_fault,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
LDM6,LDM,Laguna del Maule,Centro-Sur,35-37S,high,limited,radio,medium,preventive_recent,5.7,2.6,1,469,1,communication_loss,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
COP2,COP,Copahue,Centro-Sur,37-38S,very_high,robust,radio,low,preventive_delayed,6.6,10.5,1,413,1,communication_loss,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
CHA2,CHA,Chaitén,Patagonia Norte,42-43S,high,standard,satellite,high,unknown,7.5,4.1,1,567,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
IRR5,IRR,Irruputuncu,Norte Andino,20-22S,high,limited,radio,medium,preventive_recent,4.8,3.3,0,569,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
IRR2,IRR,Irruputuncu,Norte Andino,20-22S,medium,standard,radio,high,preventive_recent,2.3,8.0,1,601,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
CHA1,CHA,Chaitén,Patagonia Norte,42-43S,medium,robust,radio,low,preventive_recent,4.8,8.7,0,664,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
LDM3,LDM,Laguna del Maule,Centro-Sur,35-37S,medium,limited,cellular,high,preventive_delayed,2.5,3.0,0,256,1,energy_dropout,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
LON5,LON,Lonquimay,Sur Andino,38-39S,high,standard,cellular,high,unknown,3.7,5.5,1,166,1,sensor_or_controller_fault,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
CAL8,CAL,Calbuco,Sur Andino,41-42S,very_high,standard,radio,high,unknown,3.9,2.9,1,671,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
NCH1,NCH,Nevados de Chillán,Centro-Sur,36-37S,very_high,limited,radio,low,unknown,5.8,1.0,1,396,1,snow_ice_damage,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
COP8,COP,Copahue,Centro-Sur,37-38S,high,limited,cellular,high,unknown,8.7,2.8,1,164,1,snow_ice_damage,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
LON4,LON,Lonquimay,Sur Andino,38-39S,high,standard,cellular,low,preventive_delayed,5.4,7.4,1,729,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
COP5,COP,Copahue,Centro-Sur,37-38S,high,standard,satellite,high,unknown,5.0,8.5,1,571,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
PAR1,PAR,Parinacota,Norte Andino,18-20S,high,robust,radio,high,preventive_recent,5.6,9.1,1,593,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
ISL4,ISL,Isluga,Norte Andino,19-21S,high,limited,satellite,medium,preventive_delayed,6.0,1.2,1,10,1,energy_dropout,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
IRR7,IRR,Irruputuncu,Norte Andino,20-22S,high,standard,radio,medium,unknown,6.5,3.1,0,620,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
HUD4,HUD,Hudson,Patagonia Austral,45-46S,high,standard,satellite,high,preventive_delayed,2.8,3.9,1,654,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
LAS4,LAS,Láscar,Norte Andino,23-24S,medium,standard,radio,high,preventive_recent,2.1,8.7,0,571,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
MCH1,MCH,Mocho-Choshuenco,Sur Andino,39-40S,very_high,limited,cellular,medium,unknown,2.8,1.9,0,563,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
CHA5,CHA,Chaitén,Patagonia Norte,42-43S,very_high,robust,radio,high,preventive_recent,1.6,5.3,1,713,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
LON2,LON,Lonquimay,Sur Andino,38-39S,high,standard,satellite,medium,preventive_recent,3.8,4.8,1,634,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
MCH6,MCH,Mocho-Choshuenco,Sur Andino,39-40S,high,robust,satellite,low,unknown,4.5,8.8,1,673,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
LLM3,LLM,Llaima,Sur Andino,38-39S,high,robust,radio,medium,preventive_recent,0.5,9.0,1,142,1,snow_ice_damage,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
ANT7,ANT,Antuco,Centro-Sur,37-38S,high,limited,cellular,high,unknown,3.2,2.9,1,646,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
NCH2,NCH,Nevados de Chillán,Centro-Sur,36-37S,very_high,standard,radio,medium,preventive_delayed,7.9,3.5,1,590,1,communication_loss,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
QTP6,QTP,Quetrupillán,Sur Andino,39-40S,high,robust,satellite,low,preventive_recent,5.0,12.7,0,583,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
GUA1,GUA,Guallatiri,Norte Andino,18-20S,low,standard,satellite,medium,preventive_recent,1.0,7.8,0,647,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
HUD3,HUD,Hudson,Patagonia Austral,45-46S,very_high,robust,satellite,high,preventive_recent,0.5,6.7,1,701,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
LAS6,LAS,Láscar,Norte Andino,23-24S,medium,standard,satellite,high,preventive_recent,0.5,3.7,1,715,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
LLM2,LLM,Llaima,Sur Andino,38-39S,very_high,robust,radio,medium,preventive_recent,0.6,8.4,0,661,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
LDM5,LDM,Laguna del Maule,Centro-Sur,35-37S,very_high,robust,radio,low,preventive_delayed,3.4,7.6,1,166,1,communication_loss,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
PCC7,PCC,Puyehue-Cordón Caulle,Sur Andino,40-41S,very_high,robust,radio,high,preventive_recent,3.2,8.9,1,630,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
PCC4,PCC,Puyehue-Cordón Caulle,Sur Andino,40-41S,very_high,standard,satellite,low,preventive_recent,4.2,3.7,0,273,1,sensor_or_controller_fault,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
MEL3,MEL,Melimoyu,Patagonia Norte,44-45S,very_high,limited,satellite,medium,unknown,7.2,1.0,1,399,1,snow_ice_damage,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
MEL4,MEL,Melimoyu,Patagonia Norte,44-45S,high,standard,satellite,high,preventive_delayed,4.1,4.6,0,418,1,sensor_or_controller_fault,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
LLM4,LLM,Llaima,Sur Andino,38-39S,medium,limited,radio,medium,unknown,8.7,2.5,0,664,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
MEL2,MEL,Melimoyu,Patagonia Norte,44-45S,very_high,limited,cellular,high,unknown,2.1,2.8,1,68,1,sensor_or_controller_fault,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
NCH4,NCH,Nevados de Chillán,Centro-Sur,36-37S,high,robust,radio,high,preventive_recent,5.0,8.8,1,654,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
CHA6,CHA,Chaitén,Patagonia Norte,42-43S,very_high,limited,satellite,high,preventive_delayed,3.3,2.3,1,536,1,energy_dropout,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
ANT3,ANT,Antuco,Centro-Sur,37-38S,very_high,limited,radio,medium,preventive_recent,1.6,1.4,0,135,1,communication_loss,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
GUA3,GUA,Guallatiri,Norte Andino,18-20S,high,robust,cellular,medium,preventive_recent,2.2,9.6,1,583,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
OSR4,OSR,Osorno,Sur Andino,41-42S,very_high,standard,radio,high,preventive_delayed,5.3,4.0,1,183,1,communication_loss,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
GUA7,GUA,Guallatiri,Norte Andino,18-20S,high,limited,radio,high,preventive_recent,3.9,1.8,0,250,1,energy_dropout,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
LLM1,LLM,Llaima,Sur Andino,38-39S,high,robust,radio,medium,preventive_delayed,4.8,10.2,1,663,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
PCC2,PCC,Puyehue-Cordón Caulle,Sur Andino,40-41S,very_high,standard,cellular,high,unknown,2.5,6.6,1,585,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
HUD6,HUD,Hudson,Patagonia Austral,45-46S,very_high,standard,satellite,high,preventive_delayed,2.8,4.4,1,604,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
NCH8,NCH,Nevados de Chillán,Centro-Sur,36-37S,high,robust,satellite,high,preventive_recent,2.8,9.3,1,333,1,sensor_or_controller_fault,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
LAS7,LAS,Láscar,Norte Andino,23-24S,medium,robust,radio,medium,unknown,7.0,9.1,0,718,0,censored_no_failure_observed,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
MCH5,MCH,Mocho-Choshuenco,Sur Andino,39-40S,high,limited,radio,medium,preventive_delayed,6.7,1.2,1,333,1,sensor_or_controller_fault,True,Servicio Nacional de Geología y Minería / Plataforma de Datos Itrend - Volcanes activos y monitoreados,https://www.plataformadedatos.cl/datasets/es/675E7F2BA04771F
